,age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,employment_variation_rate,has_subscribed,housing_yes,loan_yes,has_subscribed_yes
242,53,admin.,married,basic.9y,no,no,telephone,may,mon,189,3,nonexistent,1.1,no,0.0,0.0,0.0
243,36,blue-collar,married,basic.9y,yes,no,telephone,may,mon,75,2,nonexistent,1.1,no,1.0,0.0,0.0
244,42,blue-collar,divorced,basic.9y,yes,no,telephone,may,mon,189,2,nonexistent,1.1,no,1.0,0.0,0.0
245,44,blue-collar,divorced,basic.6y,no,no,telephone,may,mon,55,2,nonexistent,1.1,no,0.0,0.0,0.0
246,39,housemaid,married,basic.9y,yes,no,telephone,may,mon,935,3,nonexistent,1.1,yes,1.0,0.0,1.0
247,37,admin.,single,high.school,yes,yes,telephone,may,mon,56,2,nonexistent,1.1,no,1.0,1.0,0.0
248,36,services,married,high.school,no,no,telephone,may,mon,225,2,nonexistent,1.1,no,0.0,0.0,0.0
249,42,management,divorced,university.degree,yes,no,telephone,may,mon,125,2,nonexistent,1.1,no,1.0,0.0,0.0
250,31,admin.,married,high.school,yes,yes,telephone,may,mon,286,2,nonexistent,1.1,no,1.0,1.0,0.0
251,53,technician,divorced,professional.course,no,yes,telephone,may,mon,206,2,nonexistent,1.1,no,0.0,1.0,0.0
252,45,blue-collar,married,basic.4y,yes,no,telephone,may,mon,164,2,nonexistent,1.1,no,1.0,0.0,0.0
253,37,technician,single,professional.course,yes,no,telephone,may,mon,98,2,nonexistent,1.1,no,1.0,0.0,0.0
254,47,self-employed,married,professional.course,no,no,telephone,may,mon,446,2,nonexistent,1.1,no,0.0,0.0,0.0
255,49,blue-collar,divorced,high.school,no,yes,telephone,may,mon,742,2,nonexistent,1.1,no,0.0,1.0,0.0
256,36,admin.,married,university.degree,yes,no,telephone,may,mon,120,2,nonexistent,1.1,no,1.0,0.0,0.0
257,35,services,divorced,high.school,no,no,telephone,may,mon,122,3,nonexistent,1.1,no,0.0,0.0,0.0
258,38,services,single,high.school,no,no,telephone,may,mon,357,2,nonexistent,1.1,no,0.0,0.0,0.0
259,50,blue-collar,divorced,high.school,no,yes,telephone,may,mon,200,2,nonexistent,1.1,no,0.0,1.0,0.0
260,59,retired,married,professional.course,no,no,telephone,may,mon,107,2,nonexistent,1.1,no,0.0,0.0,0.0
261,42,admin.,married,high.school,yes,no,telephone,may,mon,248,2,nonexistent,1.1,no,1.0,0.0,0.0
262,40,admin.,married,basic.6y,yes,no,telephone,may,mon,215,2,nonexistent,1.1,no,1.0,0.0,0.0
263,57,housemaid,divorced,basic.4y,yes,yes,telephone,may,mon,205,2,nonexistent,1.1,no,1.0,1.0,0.0
264,42,admin.,married,university.degree,yes,no,telephone,may,mon,261,3,nonexistent,1.1,no,1.0,0.0,0.0
265,41,blue-collar,married,basic.4y,yes,no,telephone,may,mon,83,2,nonexistent,1.1,no,1.0,0.0,0.0
266,54,management,divorced,university.degree,yes,no,telephone,may,mon,106,3,nonexistent,1.1,no,1.0,0.0,0.0
267,27,admin.,single,university.degree,no,no,telephone,may,mon,106,2,nonexistent,1.1,no,0.0,0.0,0.0
268,36,admin.,married,high.school,no,no,telephone,may,mon,108,2,nonexistent,1.1,no,0.0,0.0,0.0
269,58,blue-collar,married,professional.course,yes,no,telephone,may,mon,214,2,nonexistent,1.1,no,1.0,0.0,0.0
270,40,management,married,university.degree,yes,no,telephone,may,mon,358,2,nonexistent,1.1,no,1.0,0.0,0.0
271,34,admin.,single,basic.9y,no,no,telephone,may,mon,453,2,nonexistent,1.1,no,0.0,0.0,0.0
272,33,admin.,divorced,high.school,no,no,telephone,may,mon,364,2,nonexistent,1.1,no,0.0,0.0,0.0
273,56,retired,married,basic.6y,no,no,telephone,may,mon,136,2,nonexistent,1.1,no,0.0,0.0,0.0
274,42,blue-collar,married,basic.9y,no,no,telephone,may,mon,173,2,nonexistent,1.1,no,0.0,0.0,0.0
275,43,services,married,high.school,yes,no,telephone,may,mon,241,2,nonexistent,1.1,no,1.0,0.0,0.0
276,54,management,single,basic.9y,yes,no,telephone,may,mon,224,3,nonexistent,1.1,no,1.0,0.0,0.0
277,53,admin.,single,basic.6y,yes,yes,telephone,may,mon,148,2,nonexistent,1.1,no,1.0,1.0,0.0
278,40,services,married,basic.6y,no,no,telephone,may,mon,199,3,nonexistent,1.1,no,0.0,0.0,0.0
279,54,technician,married,professional.course,yes,yes,telephone,may,mon,196,2,nonexistent,1.1,no,1.0,1.0,0.0
280,40,housemaid,single,professional.course,no,no,telephone,may,mon,111,4,nonexistent,1.1,no,0.0,0.0,0.0
281,26,admin.,single,university.degree,yes,no,telephone,may,mon,231,3,nonexistent,1.1,no,1.0,0.0,0.0
282,33,admin.,married,high.school,no,no,telephone,may,mon,316,3,nonexistent,1.1,no,0.0,0.0,0.0
283,35,blue-collar,married,basic.9y,no,no,telephone,may,mon,240,2,nonexistent,1.1,no,0.0,0.0,0.0
284,36,admin.,married,high.school,no,no,telephone,may,mon,669,3,nonexistent,1.1,no,0.0,0.0,0.0
285,29,services,single,high.school,yes,no,telephone,may,mon,425,2,nonexistent,1.1,no,1.0,0.0,0.0
286,36,blue-collar,married,basic.9y,yes,no,telephone,may,mon,121,2,nonexistent,1.1,no,1.0,0.0,0.0
287,35,management,married,high.school,yes,no,telephone,may,mon,174,5,nonexistent,1.1,no,1.0,0.0,0.0
288,50,self-employed,single,university.degree,no,yes,telephone,may,mon,88,5,nonexistent,1.1,no,0.0,1.0,0.0
289,46,services,married,high.school,yes,no,telephone,may,mon,313,3,nonexistent,1.1,no,1.0,0.0,0.0
290,49,entrepreneur,married,high.school,yes,no,telephone,may,mon,135,4,nonexistent,1.1,no,1.0,0.0,0.0
291,42,technician,single,professional.course,yes,no,telephone,may,mon,152,2,nonexistent,1.1,no,1.0,0.0,0.0
292,36,blue-collar,single,high.school,yes,yes,telephone,may,mon,402,3,nonexistent,1.1,no,1.0,1.0,0.0
293,55,blue-collar,married,basic.9y,yes,no,telephone,may,mon,221,2,nonexistent,1.1,no,1.0,0.0,0.0
294,41,management,married,university.degree,no,no,telephone,may,mon,213,2,nonexistent,1.1,no,0.0,0.0,0.0
295,57,management,married,professional.course,yes,no,telephone,may,mon,144,3,nonexistent,1.1,no,1.0,0.0,0.0
296,32,services,single,high.school,yes,no,telephone,may,mon,158,3,nonexistent,1.1,no,1.0,0.0,0.0
297,49,admin.,married,basic.9y,no,no,telephone,may,mon,220,3,nonexistent,1.1,no,0.0,0.0,0.0
298,58,blue-collar,divorced,basic.4y,yes,no,telephone,may,mon,254,2,nonexistent,1.1,no,1.0,0.0,0.0
299,52,technician,married,high.school,yes,no,telephone,may,mon,503,2,nonexistent,1.1,no,1.0,0.0,0.0
300,50,services,divorced,professional.course,no,no,telephone,may,mon,680,2,nonexistent,1.1,no,0.0,0.0,0.0
301,41,blue-collar,single,basic.9y,yes,no,telephone,may,mon,421,4,nonexistent,1.1,no,1.0,0.0,0.0
302,33,entrepreneur,married,university.degree,yes,no,telephone,may,mon,130,3,nonexistent,1.1,no,1.0,0.0,0.0
303,57,blue-collar,married,basic.4y,no,no,telephone,may,mon,164,2,nonexistent,1.1,no,0.0,0.0,0.0
304,48,blue-collar,married,basic.6y,no,no,telephone,may,mon,174,3,nonexistent,1.1,no,0.0,0.0,0.0
305,55,technician,married,professional.course,no,no,telephone,may,mon,113,2,nonexistent,1.1,no,0.0,0.0,0.0
306,38,management,married,university.degree,no,no,telephone,may,mon,195,2,nonexistent,1.1,no,0.0,0.0,0.0
307,38,services,married,high.school,yes,no,telephone,may,mon,347,3,nonexistent,1.1,no,1.0,0.0,0.0
308,53,admin.,married,university.degree,yes,no,telephone,may,mon,208,2,nonexistent,1.1,no,1.0,0.0,0.0
309,43,unemployed,single,university.degree,no,no,telephone,may,mon,404,4,nonexistent,1.1,no,0.0,0.0,0.0
310,36,blue-collar,single,high.school,no,no,telephone,may,mon,396,2,nonexistent,1.1,no,0.0,0.0,0.0
311,32,blue-collar,married,basic.9y,no,no,telephone,may,mon,98,2,nonexistent,1.1,no,0.0,0.0,0.0
312,33,services,married,basic.4y,no,no,telephone,may,mon,229,3,nonexistent,1.1,no,0.0,0.0,0.0
313,58,entrepreneur,married,basic.4y,yes,no,telephone,may,mon,350,2,nonexistent,1.1,no,1.0,0.0,0.0
314,40,unemployed,divorced,high.school,no,no,telephone,may,tue,88,3,nonexistent,1.1,no,0.0,0.0,0.0
315,57,management,married,university.degree,yes,no,telephone,may,tue,379,2,nonexistent,1.1,no,1.0,0.0,0.0
316,45,technician,married,high.school,yes,no,telephone,may,tue,168,3,nonexistent,1.1,no,1.0,0.0,0.0
317,42,blue-collar,married,basic.4y,yes,no,telephone,may,tue,190,3,nonexistent,1.1,no,1.0,0.0,0.0
318,46,admin.,married,university.degree,yes,no,telephone,may,tue,158,1,nonexistent,1.1,no,1.0,0.0,0.0
319,36,technician,married,university.degree,no,no,telephone,may,tue,210,1,nonexistent,1.1,no,0.0,0.0,0.0
320,41,self-employed,married,high.school,yes,no,telephone,may,tue,102,1,nonexistent,1.1,no,1.0,0.0,0.0
321,57,admin.,divorced,basic.9y,no,no,telephone,may,tue,306,1,nonexistent,1.1,no,0.0,0.0,0.0
322,49,blue-collar,married,basic.9y,yes,no,telephone,may,tue,64,1,nonexistent,1.1,no,1.0,0.0,0.0
323,56,management,divorced,high.school,no,no,telephone,may,tue,218,1,nonexistent,1.1,no,0.0,0.0,0.0
324,37,blue-collar,married,basic.9y,no,no,telephone,may,tue,77,1,nonexistent,1.1,no,0.0,0.0,0.0
325,37,blue-collar,married,basic.9y,no,yes,telephone,may,tue,54,1,nonexistent,1.1,no,0.0,1.0,0.0
326,46,admin.,single,high.school,yes,no,telephone,may,tue,344,1,nonexistent,1.1,no,1.0,0.0,0.0
327,22,blue-collar,single,basic.9y,yes,no,telephone,may,tue,195,1,nonexistent,1.1,no,1.0,0.0,0.0
328,43,services,married,high.school,no,no,telephone,may,tue,202,1,nonexistent,1.1,no,0.0,0.0,0.0
329,41,technician,married,basic.6y,yes,no,telephone,may,tue,278,1,nonexistent,1.1,no,1.0,0.0,0.0
330,38,admin.,single,university.degree,no,no,telephone,may,tue,189,1,nonexistent,1.1,no,0.0,0.0,0.0
331,33,admin.,married,basic.9y,no,no,telephone,may,tue,83,1,nonexistent,1.1,no,0.0,0.0,0.0
332,49,admin.,married,university.degree,yes,yes,telephone,may,tue,18,1,nonexistent,1.1,no,1.0,1.0,0.0
333,33,admin.,married,basic.9y,yes,no,telephone,may,tue,235,1,nonexistent,1.1,no,1.0,0.0,0.0
334,34,management,single,university.degree,no,no,telephone,may,tue,290,1,nonexistent,1.1,no,0.0,0.0,0.0
335,59,management,married,basic.4y,yes,yes,telephone,may,tue,318,1,nonexistent,1.1,no,1.0,1.0,0.0
336,41,self-employed,married,university.degree,no,no,telephone,may,tue,402,1,nonexistent,1.1,no,0.0,0.0,0.0
337,48,housemaid,married,basic.6y,yes,yes,telephone,may,tue,501,4,nonexistent,1.1,no,1.0,1.0,0.0
338,44,services,married,high.school,yes,no,telephone,may,tue,1030,1,nonexistent,1.1,yes,1.0,0.0,1.0
339,50,management,married,high.school,no,no,telephone,may,tue,149,1,nonexistent,1.1,no,0.0,0.0,0.0
340,35,admin.,married,university.degree,no,no,telephone,may,tue,144,1,nonexistent,1.1,no,0.0,0.0,0.0
341,42,admin.,married,high.school,no,no,telephone,may,tue,69,1,nonexistent,1.1,no,0.0,0.0,0.0
342,45,admin.,married,basic.9y,no,no,telephone,may,tue,243,1,nonexistent,1.1,no,0.0,0.0,0.0
343,36,technician,married,professional.course,no,no,telephone,may,tue,769,2,nonexistent,1.1,no,0.0,0.0,0.0
344,56,services,married,high.school,no,no,telephone,may,tue,135,3,nonexistent,1.1,no,0.0,0.0,0.0
345,29,blue-collar,divorced,basic.4y,no,no,telephone,may,tue,231,1,nonexistent,1.1,no,0.0,0.0,0.0
346,41,self-employed,married,university.degree,yes,yes,telephone,may,tue,442,2,nonexistent,1.1,no,1.0,1.0,0.0
347,42,blue-collar,married,basic.9y,no,no,telephone,may,tue,199,1,nonexistent,1.1,no,0.0,0.0,0.0
348,52,services,single,high.school,no,no,telephone,may,tue,455,1,nonexistent,1.1,no,0.0,0.0,0.0
349,31,blue-collar,married,high.school,yes,no,telephone,may,tue,124,1,nonexistent,1.1,no,1.0,0.0,0.0
350,43,unemployed,married,university.degree,yes,no,telephone,may,tue,424,1,nonexistent,1.1,no,1.0,0.0,0.0
351,36,blue-collar,married,basic.4y,no,no,telephone,may,tue,43,1,nonexistent,1.1,no,0.0,0.0,0.0
352,42,entrepreneur,married,university.degree,yes,no,telephone,may,tue,154,1,nonexistent,1.1,no,1.0,0.0,0.0
353,52,services,divorced,basic.6y,no,no,telephone,may,tue,393,1,nonexistent,1.1,no,0.0,0.0,0.0
354,39,admin.,married,high.school,yes,no,telephone,may,tue,203,2,nonexistent,1.1,no,1.0,0.0,0.0
355,36,services,married,high.school,no,yes,telephone,may,tue,140,2,nonexistent,1.1,no,0.0,1.0,0.0
356,42,blue-collar,married,basic.9y,yes,no,telephone,may,tue,326,1,nonexistent,1.1,no,1.0,0.0,0.0
357,41,admin.,married,high.school,no,no,telephone,may,tue,483,1,nonexistent,1.1,no,0.0,0.0,0.0
358,55,technician,married,basic.4y,no,yes,telephone,may,tue,259,1,nonexistent,1.1,no,0.0,1.0,0.0
359,30,blue-collar,married,basic.9y,no,no,telephone,may,tue,227,1,nonexistent,1.1,no,0.0,0.0,0.0
360,45,entrepreneur,married,basic.4y,yes,no,telephone,may,tue,576,1,nonexistent,1.1,no,1.0,0.0,0.0
361,51,blue-collar,married,basic.4y,yes,yes,telephone,may,tue,180,2,nonexistent,1.1,no,1.0,1.0,0.0
362,39,self-employed,single,basic.9y,yes,yes,telephone,may,tue,90,1,nonexistent,1.1,no,1.0,1.0,0.0
363,47,admin.,married,high.school,no,no,telephone,may,tue,505,1,nonexistent,1.1,no,0.0,0.0,0.0
364,27,services,married,high.school,yes,no,telephone,may,tue,245,1,nonexistent,1.1,no,1.0,0.0,0.0
365,34,technician,single,university.degree,yes,no,telephone,may,tue,186,1,nonexistent,1.1,no,1.0,0.0,0.0
366,57,blue-collar,married,basic.4y,yes,no,telephone,may,tue,208,1,nonexistent,1.1,no,1.0,0.0,0.0
367,43,entrepreneur,married,basic.4y,no,no,telephone,may,tue,623,1,nonexistent,1.1,no,0.0,0.0,0.0
368,49,blue-collar,married,basic.4y,no,no,telephone,may,tue,180,1,nonexistent,1.1,no,0.0,0.0,0.0
369,39,management,married,university.degree,no,no,telephone,may,tue,496,3,nonexistent,1.1,no,0.0,0.0,0.0
370,38,blue-collar,married,basic.4y,yes,no,telephone,may,tue,118,1,nonexistent,1.1,no,1.0,0.0,0.0
371,49,blue-collar,married,basic.9y,no,no,telephone,may,tue,102,2,nonexistent,1.1,no,0.0,0.0,0.0
372,58,management,married,basic.6y,no,no,telephone,may,tue,342,1,nonexistent,1.1,no,0.0,0.0,0.0
373,43,technician,married,professional.course,yes,no,telephone,may,tue,225,1,nonexistent,1.1,no,1.0,0.0,0.0
374,31,services,married,high.school,no,no,telephone,may,tue,276,1,nonexistent,1.1,no,0.0,0.0,0.0
375,43,self-employed,divorced,university.degree,no,no,telephone,may,tue,87,1,nonexistent,1.1,no,0.0,0.0,0.0
376,43,self-employed,married,basic.9y,no,no,telephone,may,tue,744,1,nonexistent,1.1,no,0.0,0.0,0.0
377,30,self-employed,single,university.degree,yes,no,telephone,may,tue,262,1,nonexistent,1.1,no,1.0,0.0,0.0
378,27,services,single,professional.course,yes,yes,telephone,may,tue,271,1,nonexistent,1.1,no,1.0,1.0,0.0
379,37,technician,married,professional.course,yes,no,telephone,may,tue,198,2,nonexistent,1.1,no,1.0,0.0,0.0
380,46,housemaid,married,basic.9y,yes,no,telephone,may,tue,150,1,nonexistent,1.1,no,1.0,0.0,0.0
381,35,blue-collar,married,professional.course,no,no,telephone,may,tue,241,1,nonexistent,1.1,no,0.0,0.0,0.0
382,47,admin.,divorced,university.degree,no,no,telephone,may,tue,196,1,nonexistent,1.1,no,0.0,0.0,0.0
383,40,technician,married,professional.course,no,yes,telephone,may,tue,264,1,nonexistent,1.1,no,0.0,1.0,0.0
384,26,housemaid,married,university.degree,no,no,telephone,may,tue,246,1,nonexistent,1.1,no,0.0,0.0,0.0
385,32,blue-collar,divorced,basic.9y,no,no,telephone,may,tue,309,2,nonexistent,1.1,no,0.0,0.0,0.0
386,45,management,married,university.degree,yes,no,telephone,may,tue,140,1,nonexistent,1.1,no,1.0,0.0,0.0
387,34,admin.,married,basic.9y,no,no,telephone,may,tue,175,1,nonexistent,1.1,no,0.0,0.0,0.0
388,42,technician,married,professional.course,no,no,telephone,may,tue,1623,1,nonexistent,1.1,yes,0.0,0.0,1.0
389,57,technician,married,basic.4y,no,yes,telephone,may,tue,50,1,nonexistent,1.1,no,0.0,1.0,0.0
390,57,technician,married,basic.4y,no,no,telephone,may,tue,101,1,nonexistent,1.1,no,0.0,0.0,0.0
391,38,blue-collar,married,basic.4y,no,yes,telephone,may,tue,144,1,nonexistent,1.1,no,0.0,1.0,0.0
392,57,technician,married,basic.4y,no,no,telephone,may,tue,238,1,nonexistent,1.1,no,0.0,0.0,0.0
393,28,student,single,basic.9y,yes,no,telephone,may,tue,354,1,nonexistent,1.1,no,1.0,0.0,0.0
394,60,management,married,university.degree,no,no,telephone,may,tue,451,2,nonexistent,1.1,no,0.0,0.0,0.0
395,48,admin.,married,university.degree,yes,no,telephone,may,tue,159,1,nonexistent,1.1,no,1.0,0.0,0.0
396,47,technician,married,professional.course,yes,no,telephone,may,tue,170,1,nonexistent,1.1,no,1.0,0.0,0.0
397,40,admin.,married,high.school,no,no,telephone,may,tue,243,1,nonexistent,1.1,no,0.0,0.0,0.0
398,51,management,married,professional.course,yes,no,telephone,may,tue,141,2,nonexistent,1.1,no,1.0,0.0,0.0
399,48,unemployed,single,basic.4y,yes,no,telephone,may,tue,112,1,nonexistent,1.1,no,1.0,0.0,0.0
400,54,housemaid,married,basic.4y,no,no,telephone,may,tue,262,2,nonexistent,1.1,no,0.0,0.0,0.0
401,40,blue-collar,married,basic.6y,no,yes,telephone,may,tue,53,1,nonexistent,1.1,no,0.0,1.0,0.0
402,44,admin.,single,basic.9y,no,no,telephone,may,tue,134,1,nonexistent,1.1,no,0.0,0.0,0.0
403,42,technician,divorced,high.school,no,no,telephone,may,tue,204,4,nonexistent,1.1,no,0.0,0.0,0.0
404,52,self-employed,married,university.degree,yes,no,telephone,may,tue,678,1,nonexistent,1.1,no,1.0,0.0,0.0
405,31,blue-collar,single,basic.9y,yes,no,telephone,may,tue,182,1,nonexistent,1.1,no,1.0,0.0,0.0
406,32,services,married,high.school,no,no,telephone,may,tue,162,1,nonexistent,1.1,no,0.0,0.0,0.0
407,44,admin.,married,high.school,yes,yes,telephone,may,tue,177,1,nonexistent,1.1,no,1.0,1.0,0.0
408,39,management,married,basic.6y,no,no,telephone,may,tue,27,1,nonexistent,1.1,no,0.0,0.0,0.0
409,57,management,married,professional.course,yes,no,telephone,may,tue,699,3,nonexistent,1.1,no,1.0,0.0,0.0
410,52,admin.,married,basic.4y,yes,no,telephone,may,tue,358,1,nonexistent,1.1,no,1.0,0.0,0.0
411,42,management,married,university.degree,no,no,telephone,may,tue,1677,1,nonexistent,1.1,yes,0.0,0.0,1.0
412,43,management,married,professional.course,yes,no,telephone,may,tue,310,1,nonexistent,1.1,no,1.0,0.0,0.0
413,31,admin.,divorced,high.school,no,no,telephone,may,tue,47,1,nonexistent,1.1,no,0.0,0.0,0.0
414,29,admin.,married,university.degree,yes,no,telephone,may,tue,379,1,nonexistent,1.1,no,1.0,0.0,0.0
415,57,blue-collar,divorced,basic.4y,no,no,telephone,may,tue,30,2,nonexistent,1.1,no,0.0,0.0,0.0
416,44,blue-collar,married,basic.9y,no,no,telephone,may,tue,472,1,nonexistent,1.1,no,0.0,0.0,0.0
417,39,blue-collar,married,basic.4y,no,no,telephone,may,tue,114,1,nonexistent,1.1,no,0.0,0.0,0.0
418,57,retired,married,university.degree,no,no,telephone,may,tue,116,1,nonexistent,1.1,no,0.0,0.0,0.0
419,37,technician,single,high.school,no,yes,telephone,may,tue,264,1,nonexistent,1.1,no,0.0,1.0,0.0
420,38,services,married,high.school,yes,no,telephone,may,tue,169,1,nonexistent,1.1,no,1.0,0.0,0.0
421,42,retired,married,basic.4y,no,no,telephone,may,tue,145,1,nonexistent,1.1,no,0.0,0.0,0.0
422,54,management,married,basic.6y,yes,yes,telephone,may,tue,381,1,nonexistent,1.1,no,1.0,1.0,0.0
423,32,admin.,single,university.degree,no,no,telephone,may,tue,215,1,nonexistent,1.1,no,0.0,0.0,0.0
424,35,technician,married,professional.course,yes,no,telephone,may,tue,278,1,nonexistent,1.1,no,1.0,0.0,0.0
425,45,housemaid,married,professional.course,no,no,telephone,may,tue,188,2,nonexistent,1.1,no,0.0,0.0,0.0
426,34,technician,married,university.degree,yes,no,telephone,may,tue,226,2,nonexistent,1.1,no,1.0,0.0,0.0
427,41,unemployed,married,basic.9y,no,no,telephone,may,tue,111,2,nonexistent,1.1,no,0.0,0.0,0.0
428,41,services,married,basic.9y,no,no,telephone,may,tue,157,2,nonexistent,1.1,no,0.0,0.0,0.0
429,36,blue-collar,married,basic.9y,no,no,telephone,may,tue,46,1,nonexistent,1.1,no,0.0,0.0,0.0
430,38,technician,married,professional.course,yes,no,telephone,may,tue,349,1,nonexistent,1.1,no,1.0,0.0,0.0
431,35,admin.,divorced,university.degree,yes,no,telephone,may,tue,325,1,nonexistent,1.1,no,1.0,0.0,0.0
432,53,admin.,married,professional.course,yes,no,telephone,may,tue,233,2,nonexistent,1.1,no,1.0,0.0,0.0
433,51,admin.,married,basic.6y,yes,no,telephone,may,tue,531,1,nonexistent,1.1,no,1.0,0.0,0.0
434,56,entrepreneur,married,university.degree,no,no,telephone,may,tue,153,1,nonexistent,1.1,no,0.0,0.0,0.0
435,33,admin.,married,basic.9y,no,no,telephone,may,tue,198,1,nonexistent,1.1,no,0.0,0.0,0.0
436,51,services,divorced,high.school,yes,no,telephone,may,tue,568,1,nonexistent,1.1,no,1.0,0.0,0.0
437,39,services,married,high.school,yes,no,telephone,may,tue,918,1,nonexistent,1.1,yes,1.0,0.0,1.0
438,45,entrepreneur,married,university.degree,no,no,telephone,may,tue,82,1,nonexistent,1.1,no,0.0,0.0,0.0
439,40,technician,single,university.degree,no,no,telephone,may,tue,198,3,nonexistent,1.1,no,0.0,0.0,0.0
440,33,technician,married,university.degree,yes,no,telephone,may,tue,120,1,nonexistent,1.1,no,1.0,0.0,0.0
441,47,blue-collar,married,high.school,yes,no,telephone,may,tue,269,1,nonexistent,1.1,no,1.0,0.0,0.0
442,48,blue-collar,married,basic.4y,no,no,telephone,may,tue,128,1,nonexistent,1.1,no,0.0,0.0,0.0
443,43,entrepreneur,married,high.school,no,no,telephone,may,tue,166,2,nonexistent,1.1,no,0.0,0.0,0.0
444,37,management,married,university.degree,yes,no,telephone,may,tue,211,1,nonexistent,1.1,no,1.0,0.0,0.0
445,50,services,married,basic.9y,yes,yes,telephone,may,tue,369,1,nonexistent,1.1,no,1.0,1.0,0.0
446,59,entrepreneur,married,high.school,yes,no,telephone,may,tue,91,1,nonexistent,1.1,no,1.0,0.0,0.0
447,42,housemaid,single,basic.4y,yes,no,telephone,may,tue,198,1,nonexistent,1.1,no,1.0,0.0,0.0
448,52,blue-collar,married,basic.4y,no,no,telephone,may,tue,371,2,nonexistent,1.1,no,0.0,0.0,0.0
449,38,blue-collar,married,basic.9y,no,no,telephone,may,tue,310,1,nonexistent,1.1,no,0.0,0.0,0.0
450,39,blue-collar,married,basic.6y,yes,no,telephone,may,tue,158,1,nonexistent,1.1,no,1.0,0.0,0.0
