,age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,employment_variation_rate,has_subscribed
308,53,admin.,married,university.degree,yes,no,telephone,may,mon,208,2,nonexistent,1.1,no
309,43,unemployed,single,university.degree,no,no,telephone,may,mon,404,4,nonexistent,1.1,no
310,36,blue-collar,single,high.school,no,no,telephone,may,mon,396,2,nonexistent,1.1,no
311,32,blue-collar,married,basic.9y,no,no,telephone,may,mon,98,2,nonexistent,1.1,no
312,33,services,married,basic.4y,no,no,telephone,may,mon,229,3,nonexistent,1.1,no
313,58,entrepreneur,married,basic.4y,yes,no,telephone,may,mon,350,2,nonexistent,1.1,no
314,40,unemployed,divorced,high.school,no,no,telephone,may,tue,88,3,nonexistent,1.1,no
315,57,management,married,university.degree,yes,no,telephone,may,tue,379,2,nonexistent,1.1,no
316,45,technician,married,high.school,yes,no,telephone,may,tue,168,3,nonexistent,1.1,no
317,42,blue-collar,married,basic.4y,yes,no,telephone,may,tue,190,3,nonexistent,1.1,no
318,46,admin.,married,university.degree,yes,no,telephone,may,tue,158,1,nonexistent,1.1,no
319,36,technician,married,university.degree,no,no,telephone,may,tue,210,1,nonexistent,1.1,no
320,41,self-employed,married,high.school,yes,no,telephone,may,tue,102,1,nonexistent,1.1,no
321,57,admin.,divorced,basic.9y,no,no,telephone,may,tue,306,1,nonexistent,1.1,no
322,49,blue-collar,married,basic.9y,yes,no,telephone,may,tue,64,1,nonexistent,1.1,no
323,56,management,divorced,high.school,no,no,telephone,may,tue,218,1,nonexistent,1.1,no
324,37,blue-collar,married,basic.9y,no,no,telephone,may,tue,77,1,nonexistent,1.1,no
325,37,blue-collar,married,basic.9y,no,yes,telephone,may,tue,54,1,nonexistent,1.1,no
326,46,admin.,single,high.school,yes,no,telephone,may,tue,344,1,nonexistent,1.1,no
327,22,blue-collar,single,basic.9y,yes,no,telephone,may,tue,195,1,nonexistent,1.1,no
328,43,services,married,high.school,no,no,telephone,may,tue,202,1,nonexistent,1.1,no
329,41,technician,married,basic.6y,yes,no,telephone,may,tue,278,1,nonexistent,1.1,no
330,38,admin.,single,university.degree,no,no,telephone,may,tue,189,1,nonexistent,1.1,no
331,33,admin.,married,basic.9y,no,no,telephone,may,tue,83,1,nonexistent,1.1,no
332,49,admin.,married,university.degree,yes,yes,telephone,may,tue,18,1,nonexistent,1.1,no
333,33,admin.,married,basic.9y,yes,no,telephone,may,tue,235,1,nonexistent,1.1,no
334,34,management,single,university.degree,no,no,telephone,may,tue,290,1,nonexistent,1.1,no
335,59,management,married,basic.4y,yes,yes,telephone,may,tue,318,1,nonexistent,1.1,no
336,41,self-employed,married,university.degree,no,no,telephone,may,tue,402,1,nonexistent,1.1,no
337,48,housemaid,married,basic.6y,yes,yes,telephone,may,tue,501,4,nonexistent,1.1,no
338,44,services,married,high.school,yes,no,telephone,may,tue,1030,1,nonexistent,1.1,yes
339,50,management,married,high.school,no,no,telephone,may,tue,149,1,nonexistent,1.1,no
340,35,admin.,married,university.degree,no,no,telephone,may,tue,144,1,nonexistent,1.1,no
341,42,admin.,married,high.school,no,no,telephone,may,tue,69,1,nonexistent,1.1,no
342,45,admin.,married,basic.9y,no,no,telephone,may,tue,243,1,nonexistent,1.1,no
343,36,technician,married,professional.course,no,no,telephone,may,tue,769,2,nonexistent,1.1,no
344,56,services,married,high.school,no,no,telephone,may,tue,135,3,nonexistent,1.1,no
345,29,blue-collar,divorced,basic.4y,no,no,telephone,may,tue,231,1,nonexistent,1.1,no
346,41,self-employed,married,university.degree,yes,yes,telephone,may,tue,442,2,nonexistent,1.1,no
347,42,blue-collar,married,basic.9y,no,no,telephone,may,tue,199,1,nonexistent,1.1,no
348,52,services,single,high.school,no,no,telephone,may,tue,455,1,nonexistent,1.1,no
349,31,blue-collar,married,high.school,yes,no,telephone,may,tue,124,1,nonexistent,1.1,no
350,43,unemployed,married,university.degree,yes,no,telephone,may,tue,424,1,nonexistent,1.1,no
351,36,blue-collar,married,basic.4y,no,no,telephone,may,tue,43,1,nonexistent,1.1,no
352,42,entrepreneur,married,university.degree,yes,no,telephone,may,tue,154,1,nonexistent,1.1,no
353,52,services,divorced,basic.6y,no,no,telephone,may,tue,393,1,nonexistent,1.1,no
354,39,admin.,married,high.school,yes,no,telephone,may,tue,203,2,nonexistent,1.1,no
355,36,services,married,high.school,no,yes,telephone,may,tue,140,2,nonexistent,1.1,no
356,42,blue-collar,married,basic.9y,yes,no,telephone,may,tue,326,1,nonexistent,1.1,no
357,41,admin.,married,high.school,no,no,telephone,may,tue,483,1,nonexistent,1.1,no
358,55,technician,married,basic.4y,no,yes,telephone,may,tue,259,1,nonexistent,1.1,no
359,30,blue-collar,married,basic.9y,no,no,telephone,may,tue,227,1,nonexistent,1.1,no
360,45,entrepreneur,married,basic.4y,yes,no,telephone,may,tue,576,1,nonexistent,1.1,no
361,51,blue-collar,married,basic.4y,yes,yes,telephone,may,tue,180,2,nonexistent,1.1,no
362,39,self-employed,single,basic.9y,yes,yes,telephone,may,tue,90,1,nonexistent,1.1,no
363,47,admin.,married,high.school,no,no,telephone,may,tue,505,1,nonexistent,1.1,no
364,27,services,married,high.school,yes,no,telephone,may,tue,245,1,nonexistent,1.1,no
365,34,technician,single,university.degree,yes,no,telephone,may,tue,186,1,nonexistent,1.1,no
366,57,blue-collar,married,basic.4y,yes,no,telephone,may,tue,208,1,nonexistent,1.1,no
367,43,entrepreneur,married,basic.4y,no,no,telephone,may,tue,623,1,nonexistent,1.1,no
368,49,blue-collar,married,basic.4y,no,no,telephone,may,tue,180,1,nonexistent,1.1,no
369,39,management,married,university.degree,no,no,telephone,may,tue,496,3,nonexistent,1.1,no
370,38,blue-collar,married,basic.4y,yes,no,telephone,may,tue,118,1,nonexistent,1.1,no
371,49,blue-collar,married,basic.9y,no,no,telephone,may,tue,102,2,nonexistent,1.1,no
372,58,management,married,basic.6y,no,no,telephone,may,tue,342,1,nonexistent,1.1,no
373,43,technician,married,professional.course,yes,no,telephone,may,tue,225,1,nonexistent,1.1,no
374,31,services,married,high.school,no,no,telephone,may,tue,276,1,nonexistent,1.1,no
375,43,self-employed,divorced,university.degree,no,no,telephone,may,tue,87,1,nonexistent,1.1,no
376,43,self-employed,married,basic.9y,no,no,telephone,may,tue,744,1,nonexistent,1.1,no
377,30,self-employed,single,university.degree,yes,no,telephone,may,tue,262,1,nonexistent,1.1,no
378,27,services,single,professional.course,yes,yes,telephone,may,tue,271,1,nonexistent,1.1,no
379,37,technician,married,professional.course,yes,no,telephone,may,tue,198,2,nonexistent,1.1,no
380,46,housemaid,married,basic.9y,yes,no,telephone,may,tue,150,1,nonexistent,1.1,no
381,35,blue-collar,married,professional.course,no,no,telephone,may,tue,241,1,nonexistent,1.1,no
382,47,admin.,divorced,university.degree,no,no,telephone,may,tue,196,1,nonexistent,1.1,no
383,40,technician,married,professional.course,no,yes,telephone,may,tue,264,1,nonexistent,1.1,no
384,26,housemaid,married,university.degree,no,no,telephone,may,tue,246,1,nonexistent,1.1,no
385,32,blue-collar,divorced,basic.9y,no,no,telephone,may,tue,309,2,nonexistent,1.1,no
386,45,management,married,university.degree,yes,no,telephone,may,tue,140,1,nonexistent,1.1,no
387,34,admin.,married,basic.9y,no,no,telephone,may,tue,175,1,nonexistent,1.1,no
388,42,technician,married,professional.course,no,no,telephone,may,tue,1623,1,nonexistent,1.1,yes
389,57,technician,married,basic.4y,no,yes,telephone,may,tue,50,1,nonexistent,1.1,no
390,57,technician,married,basic.4y,no,no,telephone,may,tue,101,1,nonexistent,1.1,no
391,38,blue-collar,married,basic.4y,no,yes,telephone,may,tue,144,1,nonexistent,1.1,no
392,57,technician,married,basic.4y,no,no,telephone,may,tue,238,1,nonexistent,1.1,no
393,28,student,single,basic.9y,yes,no,telephone,may,tue,354,1,nonexistent,1.1,no
394,60,management,married,university.degree,no,no,telephone,may,tue,451,2,nonexistent,1.1,no
395,48,admin.,married,university.degree,yes,no,telephone,may,tue,159,1,nonexistent,1.1,no
396,47,technician,married,professional.course,yes,no,telephone,may,tue,170,1,nonexistent,1.1,no
397,40,admin.,married,high.school,no,no,telephone,may,tue,243,1,nonexistent,1.1,no
398,51,management,married,professional.course,yes,no,telephone,may,tue,141,2,nonexistent,1.1,no
399,48,unemployed,single,basic.4y,yes,no,telephone,may,tue,112,1,nonexistent,1.1,no
400,54,housemaid,married,basic.4y,no,no,telephone,may,tue,262,2,nonexistent,1.1,no
401,40,blue-collar,married,basic.6y,no,yes,telephone,may,tue,53,1,nonexistent,1.1,no
402,44,admin.,single,basic.9y,no,no,telephone,may,tue,134,1,nonexistent,1.1,no
403,42,technician,divorced,high.school,no,no,telephone,may,tue,204,4,nonexistent,1.1,no
404,52,self-employed,married,university.degree,yes,no,telephone,may,tue,678,1,nonexistent,1.1,no
405,31,blue-collar,single,basic.9y,yes,no,telephone,may,tue,182,1,nonexistent,1.1,no
406,32,services,married,high.school,no,no,telephone,may,tue,162,1,nonexistent,1.1,no
407,44,admin.,married,high.school,yes,yes,telephone,may,tue,177,1,nonexistent,1.1,no
408,39,management,married,basic.6y,no,no,telephone,may,tue,27,1,nonexistent,1.1,no
409,57,management,married,professional.course,yes,no,telephone,may,tue,699,3,nonexistent,1.1,no
410,52,admin.,married,basic.4y,yes,no,telephone,may,tue,358,1,nonexistent,1.1,no
411,42,management,married,university.degree,no,no,telephone,may,tue,1677,1,nonexistent,1.1,yes
412,43,management,married,professional.course,yes,no,telephone,may,tue,310,1,nonexistent,1.1,no
413,31,admin.,divorced,high.school,no,no,telephone,may,tue,47,1,nonexistent,1.1,no
414,29,admin.,married,university.degree,yes,no,telephone,may,tue,379,1,nonexistent,1.1,no
415,57,blue-collar,divorced,basic.4y,no,no,telephone,may,tue,30,2,nonexistent,1.1,no
416,44,blue-collar,married,basic.9y,no,no,telephone,may,tue,472,1,nonexistent,1.1,no
417,39,blue-collar,married,basic.4y,no,no,telephone,may,tue,114,1,nonexistent,1.1,no
418,57,retired,married,university.degree,no,no,telephone,may,tue,116,1,nonexistent,1.1,no
419,37,technician,single,high.school,no,yes,telephone,may,tue,264,1,nonexistent,1.1,no
420,38,services,married,high.school,yes,no,telephone,may,tue,169,1,nonexistent,1.1,no
421,42,retired,married,basic.4y,no,no,telephone,may,tue,145,1,nonexistent,1.1,no
422,54,management,married,basic.6y,yes,yes,telephone,may,tue,381,1,nonexistent,1.1,no
423,32,admin.,single,university.degree,no,no,telephone,may,tue,215,1,nonexistent,1.1,no
424,35,technician,married,professional.course,yes,no,telephone,may,tue,278,1,nonexistent,1.1,no
425,45,housemaid,married,professional.course,no,no,telephone,may,tue,188,2,nonexistent,1.1,no
426,34,technician,married,university.degree,yes,no,telephone,may,tue,226,2,nonexistent,1.1,no
427,41,unemployed,married,basic.9y,no,no,telephone,may,tue,111,2,nonexistent,1.1,no
428,41,services,married,basic.9y,no,no,telephone,may,tue,157,2,nonexistent,1.1,no
429,36,blue-collar,married,basic.9y,no,no,telephone,may,tue,46,1,nonexistent,1.1,no
430,38,technician,married,professional.course,yes,no,telephone,may,tue,349,1,nonexistent,1.1,no
431,35,admin.,divorced,university.degree,yes,no,telephone,may,tue,325,1,nonexistent,1.1,no
432,53,admin.,married,professional.course,yes,no,telephone,may,tue,233,2,nonexistent,1.1,no
433,51,admin.,married,basic.6y,yes,no,telephone,may,tue,531,1,nonexistent,1.1,no
434,56,entrepreneur,married,university.degree,no,no,telephone,may,tue,153,1,nonexistent,1.1,no
435,33,admin.,married,basic.9y,no,no,telephone,may,tue,198,1,nonexistent,1.1,no
436,51,services,divorced,high.school,yes,no,telephone,may,tue,568,1,nonexistent,1.1,no
437,39,services,married,high.school,yes,no,telephone,may,tue,918,1,nonexistent,1.1,yes
438,45,entrepreneur,married,university.degree,no,no,telephone,may,tue,82,1,nonexistent,1.1,no
439,40,technician,single,university.degree,no,no,telephone,may,tue,198,3,nonexistent,1.1,no
440,33,technician,married,university.degree,yes,no,telephone,may,tue,120,1,nonexistent,1.1,no
441,47,blue-collar,married,high.school,yes,no,telephone,may,tue,269,1,nonexistent,1.1,no
442,48,blue-collar,married,basic.4y,no,no,telephone,may,tue,128,1,nonexistent,1.1,no
443,43,entrepreneur,married,high.school,no,no,telephone,may,tue,166,2,nonexistent,1.1,no
444,37,management,married,university.degree,yes,no,telephone,may,tue,211,1,nonexistent,1.1,no
445,50,services,married,basic.9y,yes,yes,telephone,may,tue,369,1,nonexistent,1.1,no
446,59,entrepreneur,married,high.school,yes,no,telephone,may,tue,91,1,nonexistent,1.1,no
447,42,housemaid,single,basic.4y,yes,no,telephone,may,tue,198,1,nonexistent,1.1,no
448,52,blue-collar,married,basic.4y,no,no,telephone,may,tue,371,2,nonexistent,1.1,no
449,38,blue-collar,married,basic.9y,no,no,telephone,may,tue,310,1,nonexistent,1.1,no
450,39,blue-collar,married,basic.6y,yes,no,telephone,may,tue,158,1,nonexistent,1.1,no
451,39,blue-collar,married,basic.6y,no,no,telephone,may,tue,198,1,nonexistent,1.1,no
452,38,admin.,married,high.school,no,no,telephone,may,tue,145,1,nonexistent,1.1,no
453,30,services,single,high.school,no,no,telephone,may,tue,102,1,nonexistent,1.1,no
454,38,admin.,divorced,high.school,yes,yes,telephone,may,tue,179,2,nonexistent,1.1,no
455,39,technician,divorced,university.degree,no,no,telephone,may,tue,73,1,nonexistent,1.1,no
456,44,admin.,married,high.school,no,no,telephone,may,tue,263,2,nonexistent,1.1,no
457,36,admin.,married,high.school,no,no,telephone,may,tue,342,2,nonexistent,1.1,no
458,41,services,married,high.school,yes,yes,telephone,may,tue,41,1,nonexistent,1.1,no
459,41,blue-collar,married,basic.6y,no,no,telephone,may,tue,13,1,nonexistent,1.1,no
460,35,blue-collar,married,basic.9y,no,no,telephone,may,tue,79,2,nonexistent,1.1,no
461,41,technician,married,high.school,no,no,telephone,may,tue,358,1,nonexistent,1.1,no
462,36,services,married,high.school,no,no,telephone,may,tue,162,1,nonexistent,1.1,no
463,35,admin.,single,high.school,yes,yes,telephone,may,tue,150,1,nonexistent,1.1,no
464,33,blue-collar,single,basic.4y,no,no,telephone,may,tue,26,1,nonexistent,1.1,no
465,38,admin.,single,basic.6y,no,no,telephone,may,tue,250,1,nonexistent,1.1,no
466,33,self-employed,married,university.degree,no,no,telephone,may,tue,792,1,nonexistent,1.1,no
467,36,blue-collar,single,basic.9y,no,no,telephone,may,tue,440,1,nonexistent,1.1,no
468,57,technician,married,professional.course,no,yes,telephone,may,tue,289,1,nonexistent,1.1,no
469,32,entrepreneur,single,university.degree,yes,no,telephone,may,tue,242,2,nonexistent,1.1,no
470,30,self-employed,single,high.school,yes,no,telephone,may,tue,123,1,nonexistent,1.1,no
471,43,admin.,married,professional.course,yes,yes,telephone,may,tue,161,2,nonexistent,1.1,no
472,46,admin.,married,university.degree,no,no,telephone,may,tue,268,2,nonexistent,1.1,no
473,35,admin.,divorced,high.school,no,yes,telephone,may,tue,259,2,nonexistent,1.1,no
474,34,admin.,single,university.degree,yes,yes,telephone,may,tue,26,1,nonexistent,1.1,no
475,39,admin.,single,university.degree,no,no,telephone,may,tue,424,2,nonexistent,1.1,no
476,39,blue-collar,married,basic.9y,no,no,telephone,may,tue,375,1,nonexistent,1.1,no
477,42,entrepreneur,married,basic.6y,no,no,telephone,may,tue,179,2,nonexistent,1.1,no
478,57,retired,married,university.degree,yes,no,telephone,may,tue,383,1,nonexistent,1.1,no
479,45,blue-collar,married,basic.4y,no,no,telephone,may,tue,440,1,nonexistent,1.1,no
480,40,technician,married,basic.4y,no,yes,telephone,may,tue,195,1,nonexistent,1.1,no
481,42,blue-collar,married,high.school,no,yes,telephone,may,tue,1297,3,nonexistent,1.1,yes
482,40,technician,married,basic.4y,no,no,telephone,may,tue,217,1,nonexistent,1.1,no
483,38,blue-collar,single,basic.4y,no,no,telephone,may,tue,87,1,nonexistent,1.1,no
484,39,blue-collar,married,basic.6y,yes,yes,telephone,may,tue,427,1,nonexistent,1.1,no
485,41,blue-collar,married,basic.4y,no,no,telephone,may,tue,189,1,nonexistent,1.1,no
486,39,blue-collar,married,basic.6y,yes,no,telephone,may,tue,502,1,nonexistent,1.1,no
487,41,blue-collar,married,basic.4y,yes,yes,telephone,may,tue,260,1,nonexistent,1.1,no
488,45,admin.,married,university.degree,no,no,telephone,may,tue,209,1,nonexistent,1.1,no
489,35,admin.,married,basic.6y,yes,no,telephone,may,tue,179,1,nonexistent,1.1,no
490,49,blue-collar,married,high.school,no,no,telephone,may,tue,69,1,nonexistent,1.1,no
491,23,admin.,single,university.degree,no,no,telephone,may,tue,266,3,nonexistent,1.1,no
492,51,blue-collar,married,basic.9y,yes,no,telephone,may,tue,162,2,nonexistent,1.1,no
493,56,retired,married,basic.4y,yes,yes,telephone,may,tue,316,4,nonexistent,1.1,no
494,45,housemaid,married,high.school,no,no,telephone,may,tue,352,2,nonexistent,1.1,no
495,42,admin.,married,high.school,no,no,telephone,may,tue,695,3,nonexistent,1.1,no
496,41,admin.,divorced,high.school,no,no,telephone,may,tue,76,4,nonexistent,1.1,no
497,32,services,married,high.school,no,yes,telephone,may,tue,535,2,nonexistent,1.1,no
498,46,management,married,university.degree,no,no,telephone,may,tue,310,2,nonexistent,1.1,no
499,53,management,married,university.degree,no,no,telephone,may,tue,369,1,nonexistent,1.1,no
500,30,blue-collar,married,basic.4y,no,no,telephone,may,tue,112,2,nonexistent,1.1,no
501,24,technician,single,professional.course,no,yes,telephone,may,tue,140,2,nonexistent,1.1,no
502,34,admin.,single,university.degree,no,yes,telephone,may,tue,262,2,nonexistent,1.1,no
503,41,management,married,university.degree,no,no,telephone,may,tue,174,2,nonexistent,1.1,no
504,59,blue-collar,married,basic.4y,yes,no,telephone,may,tue,424,2,nonexistent,1.1,no
505,45,blue-collar,married,basic.4y,no,no,telephone,may,tue,135,1,nonexistent,1.1,no
506,54,blue-collar,married,basic.6y,no,no,telephone,may,tue,36,5,nonexistent,1.1,no
507,32,technician,married,professional.course,no,no,telephone,may,tue,1906,3,nonexistent,1.1,no
508,33,technician,married,professional.course,yes,no,telephone,may,tue,219,2,nonexistent,1.1,no
509,32,admin.,married,university.degree,no,no,telephone,may,tue,135,1,nonexistent,1.1,no
510,46,management,married,university.degree,no,no,telephone,may,tue,407,2,nonexistent,1.1,no
511,57,technician,married,professional.course,yes,no,telephone,may,tue,402,4,nonexistent,1.1,no
512,42,technician,married,basic.9y,no,no,telephone,may,tue,209,1,nonexistent,1.1,no
513,48,admin.,married,professional.course,yes,no,telephone,may,tue,92,2,nonexistent,1.1,no
